type,name,brand,model,year,engine (l),run (km),price
Car,Kia Forte,Kia,Forte,2020,2,60000,27900
Car,Kia Sorento,Kia,Sorento,2014,2,133900,35000
Car,Kia Sorento,Kia,Sorento,2015,2,156000,33500
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,5,37000,268600
Car,Mercedes C 240,Mercedes,C 240,2000,2.4,310000,12000
Car,Mercedes E 320,Mercedes,E 320,2000,3.2,325000,17800
Car,Mercedes S 500,Mercedes,S 500,2015,4.7,39000,124950
Car,Mercedes Sprinter 316,Mercedes,Sprinter 316,2022,2.2,0,484500
Car,Toyota Corolla,Toyota,Corolla,2005,1.4,244000,13600
Car,Toyota Sienta,Toyota,Sienta,2004,1.5,260000,7500
Car,BMW 120,BMW,120,2008,2,260000,15600
Car,BMW 330,BMW,330,2021,2,47800,56950
Car,BMW 523,BMW,523,1997,2.5,400000,8000
Car,BMW 523,BMW,523,1996,2.5,253633,7400
Car,BMW 535,BMW,535,2015,3,176000,45000
Car,GWM Tank 500,GWM,Tank 500,2023,2,0,84900
Car,Hyundai Accent,Hyundai,Accent,2011,1.6,149000,15300
Car,Hyundai Azera,Hyundai,Azera,2024,1.6,0,84900
Car,Hyundai Palisade,Hyundai,Palisade,2024,2.2,0,104900
Car,Mercedes S 400,Mercedes,S 400,2016,3,190000,79050
Truck,Scania G420,Scania,G420,2011,11,1213507,65000
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2011,4,166000,52530
Car,GWM Tank 300,GWM,Tank 300,2024,2,0,67900
Car,GWM Tank 500,GWM,Tank 500,2024,2,0,87900
Car,Hyundai Azera,Hyundai,Azera,2024,1.6,0,77900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2023,1.6,0,76900
Car,Hyundai Tucson,Hyundai,Tucson,2024,2,0,48900
Car,Hyundai Venue,Hyundai,Venue,2024,1.6,0,36500
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2009,6.1,197000,48620
Car,Kia Cerato,Kia,Cerato,2015,1.8,104000,18000
Car,Kia Sorento,Kia,Sorento,2018,2,129980,51500
Car,Mercedes G 63 AMG,Mercedes,G 63 AMG,2016,5.5,95000,140590
Car,Nissan Sunny,Nissan,Sunny,2008,1.6,287000,11800
Car,Saipa Tiba,Saipa,Tiba,2014,1.5,360000,3900
Car,Toyota Camry,Toyota,Camry,2011,2.5,169000,26700
Car,Toyota Hilux,Toyota,Hilux,2014,2.5,157300,39500
Car,Audi A7,Audi,A7,2015,3,89000,55250
Car,BMW 328,BMW,328,2015,2,85000,30700
Car,BYD Qin Plus,BYD,Qin Plus,2024,1.5,0,26690
Car,Chevrolet Cruze,Chevrolet,Cruze,2016,1.4,170000,16500
Car,Hyundai Accent,Hyundai,Accent,2016,1.6,98000,22900
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,103000,20200
Car,Hyundai i20,Hyundai,i20,2023,1.4,0,33900
Car,LADA (VAZ) 21099,LADA (VAZ),21099,1996,1.5,152860,4400
Car,LADA (VAZ) 21099,LADA (VAZ),21099,2001,1.6,300000,3000
Car,Land Rover Defender,Land Rover,Defender,2022,5,0,422110
Car,Land Rover Range Rover,Land Rover,Range Rover,2020,3,27500,147900
Car,Mercedes E 280,Mercedes,E 280,2008,3,290000,26350
Car,Mercedes S 350,Mercedes,S 350,2004,3.7,235000,11300
Car,Mercedes Vito,Mercedes,Vito,2009,2.2,185000,19800
Car,Nissan Altima,Nissan,Altima,2011,2.5,324000,16500
Car,Opel Astra,Opel,Astra,2007,1.4,200000,8500
Car,Opel Astra,Opel,Astra,2007,1.6,300868,12500
Car,Suzuki Intruder M1800R,Suzuki,Intruder M1800R,2012,1.8,46000,17500
Car,Toyota Camry,Toyota,Camry,2010,2.4,195000,23700
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,87150,68510
Car,BMW X5,BMW,X5,2006,3,378000,22000
Car,Kia Carnival,Kia,Carnival,2015,2.2,188000,39500
Car,Kia Sorento,Kia,Sorento,2019,2.2,146800,54700
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2013,1.7,145900,9400
Car,Toyota Prius,Toyota,Prius,2008,1.5,270000,10300
Car,Ford Transit,Ford,Transit,2011,2.4,240000,28500
Car,Honda Accord,Honda,Accord,2012,2.4,207321,20230
Car,Kia K3,Kia,K3,2013,1.5,19000,20000
Car,Maserati Quattroporte,Maserati,Quattroporte,2012,4.7,83000,39950
Car,Opel Astra,Opel,Astra,2005,1.3,351000,10000
Car,Changan Uni-V,Changan,Uni-V,2023,1.5,0,35900
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,169000,22200
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2019,2.4,134300,47900
Car,Kia Sorento,Kia,Sorento,2015,2,161000,41600
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2024,1.7,1350,22500
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,245000,39500
Car,Mercedes Sprinter 315,Mercedes,Sprinter 315,2009,2.2,164000,29500
Car,Toyota Avensis,Toyota,Avensis,2007,2,258000,16000
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2005,4,412000,26500
Car,Volkswagen ID.6 Crozz,Volkswagen,ID.6 Crozz,2023,0,0,68000
Car,Chery Tiggo (T11),Chery,Tiggo (T11),2014,1.6,106000,14500
Car,Honda Accord,Honda,Accord,2017,2,123919,31500
Car,Hyundai ix35,Hyundai,ix35,2015,2,139984,26500
Car,Jeep Wrangler,Jeep,Wrangler,2012,2.8,190000,52700
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,129500,12900
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,127000,67830
Car,Mitsubishi Pajero,Mitsubishi,Pajero,2014,3.8,148000,35800
Car,Toyota Prius,Toyota,Prius,2023,2,95,61200
Car,BMW 528,BMW,528,2016,2,192425,35600
Car,BMW M3,BMW,M3,2017,3,78600,127500
Car,Chevrolet Equinox,Chevrolet,Equinox,2017,1.5,136000,23500
Car,Chevrolet Nexia,Chevrolet,Nexia,2022,1.5,96000,23200
Car,Daewoo Nexia,Daewoo,Nexia,1999,1.5,75623,3200
Truck,GAZ 3302-744,GAZ,3302-744,2000,2.4,230201,8600
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,102193,26900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,151000,39999
Car,Mercedes S 350,Mercedes,S 350,2006,3.5,110000,22800
Car,Opel Astra,Opel,Astra,2005,1.4,279876,10800
Car,Toyota Avensis,Toyota,Avensis,2015,2,89000,23000
Car,Toyota Camry,Toyota,Camry,2023,2.5,33000,63800
Car,Baic Senova X55,Baic,Senova X55,2023,1.5,9300,44500
Car,Kia Rio,Kia,Rio,2018,1.6,85000,20500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,52270,8300
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2008,1.6,258000,8700
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2008,1.6,186458,8000
Car,Opel Astra,Opel,Astra,2006,1.3,300000,11400
Car,BMW 330,BMW,330,2017,2,120000,37400
Car,BMW X5,BMW,X5,2014,3,198500,50150
Car,Fiat Doblo,Fiat,Doblo,2013,1.4,186569,13500
Truck,GAZ 33027,GAZ,33027,2002,2.8,300000,9000
Car,Hyundai Accent,Hyundai,Accent,2015,1.6,113000,17800
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,39912,23700
Car,Land Rover Range Rover,Land Rover,Range Rover,2024,4.4,0,491980
Car,Lexus GX 460,Lexus,GX 460,2010,4.6,130000,53550
Car,Nissan Micra,Nissan,Micra,2012,1.2,163000,13300
Car,Nissan Tiida,Nissan,Tiida,2011,1.5,42000,14900
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,217000,12900
Car,Toyota Prius,Toyota,Prius,2009,1.5,280000,11700
Car,Avatr 11,Avatr,11,2023,0,0,91800
Car,Hyundai Elantra,Hyundai,Elantra,2016,2,65000,23900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2017,2,56000,37900
Car,Hyundai Sonata,Hyundai,Sonata,2010,2.4,188000,19500
Car,Kia Optima,Kia,Optima,2014,2,108000,27800
Car,Kia Rio,Kia,Rio,2013,1.4,370000,14700
Car,Land Rover Range Rover,Land Rover,Range Rover,2005,4.4,224221,22800
Car,Land Rover RR Sport,Land Rover,RR Sport,2014,3,121000,67830
Car,Mercedes E 220 d,Mercedes,E 220 d,1998,2.2,333000,9100
Car,Mercedes Sprinter 311,Mercedes,Sprinter 311,2007,2.2,811300,32500
Car,Opel Astra,Opel,Astra,1995,1.6,578700,4700
Car,Toyota Corolla,Toyota,Corolla,2008,1.6,119000,21000
Car,BMW 325,BMW,325,2001,2.5,290000,14000
Car,Cadillac CT6,Cadillac,CT6,2017,2,83500,50830
Car,Kia Rio,Kia,Rio,2009,1.4,216000,10900
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2007,1.5,185000,4300
Car,MG ZS,MG,ZS,2024,1.5,0,36499
Car,M-Hero 917,M-Hero,917,2024,1.5,0,224400
Car,Nissan Juke,Nissan,Juke,2013,1.6,88490,23500
Car,Toyota Corolla,Toyota,Corolla,2014,1.6,147000,23500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2011,2.7,270000,38500
Car,Toyota Prius,Toyota,Prius,2010,1.8,243000,17700
Car,ZEEKR 001,ZEEKR,1,2024,0,0,78030
Car,BMW 530,BMW,530,2019,2,38809,66215
Car,BMW M5,BMW,M5,2014,4.4,90000,67150
Car,Changan CS 35,Changan,CS 35,2013,1.6,170000,16600
Car,Fiat Doblo,Fiat,Doblo,2013,1.4,193000,13700
Car,GAC GS8,GAC,GS8,2023,2,0,69900
Car,Kia Ceed,Kia,Ceed,2008,1.6,230000,15300
Car,Mercedes 190,Mercedes,190,1989,2,215000,5800
Car,Mercedes CLA 250,Mercedes,CLA 250,2018,2,69000,46750
Car,Mercedes Sprinter 313,Mercedes,Sprinter 313,2009,2.2,266000,19999
Car,Toyota Corolla,Toyota,Corolla,2005,1.4,251000,13300
Car,Volvo XC90,Volvo,XC90,2024,2,0,155512.85
Car,Volvo XC90,Volvo,XC90,2024,2,0,127514.95
Car,Volvo XC90,Volvo,XC90,2024,2,0,115105.15
Car,Changan CS 75 Plus,Changan,CS 75 Plus,2020,2,61000,36900
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,290000,14000
Car,Hyundai Accent,Hyundai,Accent,2009,1.6,111789,13600
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,121500,21300
Car,Hyundai i30,Hyundai,i30,2010,1.6,303000,15500
Car,Kia Sorento,Kia,Sorento,2013,2,152000,33600
Car,LADA (VAZ) 2104,LADA (VAZ),2104,2011,1.6,204353,8500
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2024,1.7,0,21000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2017,1.7,82000,16000
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,161000,75650
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,173000,73950
Car,Mercedes CLS 350,Mercedes,CLS 350,2005,3.5,262055,22800
Car,Opel Vectra,Opel,Vectra,1995,1.8,300000,4300
Car,ROX (Polar Stone) 01,ROX,(Polar Stone) 01,2024,1.5,0,89800
Car,Toyota Prius,Toyota,Prius,2007,1.5,228900,13900
Car,Chevrolet Equinox,Chevrolet,Equinox,2018,1.5,81824,24900
Car,Chevrolet Monza,Chevrolet,Monza,2023,1.3,6400,27300
Car,Fiat Doblo,Fiat,Doblo,2013,1.4,218956,13600
Car,Hyundai Accent,Hyundai,Accent,2018,1.6,96000,23400
Car,Hyundai Grandeur,Hyundai,Grandeur,2014,2.2,152100,33800
Car,Hyundai i30,Hyundai,i30,2011,1.6,124000,18800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2,179000,32900
Car,Hyundai Sonata,Hyundai,Sonata,2009,2.4,200000,15900
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2016,3,120000,66300
Car,Jeep Wrangler,Jeep,Wrangler,2013,3.6,160000,50150
Car,LADA (VAZ) 21099,LADA (VAZ),21099,2002,1.5,224000,4900
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,77000,93330
Car,Land Rover RR Sport,Land Rover,RR Sport,2015,3,154000,61540
Car,Lexus LX 570,Lexus,LX 570,2017,5.7,93000,147050
Truck,MAN TGX 18.440,MAN,TGX 18.440,2012,12,883955,67000
Car,Mercedes E 230,Mercedes,E 230,1990,2.3,400000,4500
Car,Mercedes E 320,Mercedes,E 320,2006,3,362000,23000
Car,Mercedes GLE 53 AMG 4MATIC Coupe,Mercedes,GLE 53 AMG 4MATIC Coupe,2023,3,0,205087.3
Car,Subaru Impreza WRX,Subaru,Impreza WRX,2008,2,200000,28000
Car,Toyota Camry,Toyota,Camry,2011,2.4,290000,20900
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2019,2.7,67000,71230
Car,Audi Q7,Audi,Q7,2017,3,107000,57630
Car,BMW 328,BMW,328,2013,2,155000,29900
Car,BMW 520,BMW,520,2015,2,165000,44030
Car,BMW X5,BMW,X5,2011,3,221000,37910
Car,Ford Transit,Ford,Transit,2008,2.4,189000,30000
Truck,GAZ Next A21R32-30,GAZ,Next A21R32-30,2020,2.8,108000,22000
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2009,2.2,327000,24800
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,85000,96900
Car,Mazda CX-9,Mazda,CX-9,2011,3.7,187000,22900
Car,Mitsubishi Pajero,Mitsubishi,Pajero,2007,3.8,240000,22900
Car,Renault Tondar,Renault,Tondar,2013,1.6,157494,9500
Car,BMW 525,BMW,525,1997,2.5,287000,7900
Car,Ford Transit,Ford,Transit,2007,2.2,185000,18500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,160000,35500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2,177000,34500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1980,1.6,96184,2600
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,135000,93500
Car,Land Rover Range Rover,Land Rover,Range Rover,2016,3,190000,92650
Car,Lexus GX 470,Lexus,GX 470,2004,4.7,290000,25700
Car,Mercedes E 270,Mercedes,E 270,1999,2.7,440000,17300
Car,Opel Astra,Opel,Astra,2008,1.4,280000,8300
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,135000,65960
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2021,2.8,75000,92990
Car,Volkswagen Golf,Volkswagen,Golf,1997,2,250000,3800
Car,BMW 528,BMW,528,2015,2,112000,38000
Car,Chevrolet Malibu,Chevrolet,Malibu,2016,1.5,136126,21000
Car,Ford Fusion (North America),Ford,Fusion (North America),2014,2,260107,20800
Car,Hyundai ix35,Hyundai,ix35,2012,2,181500,18400
Car,Hyundai Matrix,Hyundai,Matrix,2008,1.6,300000,10000
Car,Hyundai Tucson,Hyundai,Tucson,2019,2,53000,30500
Car,Kia Sportage,Kia,Sportage,2014,2,134000,28400
Car,Lexus GX 460,Lexus,GX 460,2014,4.6,70000,79390
Car,Lexus LS 460,Lexus,LS 460,2008,4.6,207000,23500
Car,Mercedes GLE 450 4MATIC,Mercedes,GLE 450 4MATIC,2023,3,0,203955.1
Car,Nissan Note,Nissan,Note,2014,1.2,67800,15000
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2018,4,45000,110160
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2015,2.7,120000,58650
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,130000,54060
Car,BMW 320,BMW,320,2014,2,162000,35000
Car,BMW 528,BMW,528,2014,2,175000,35800
Car,BYD Qin Plus,BYD,Qin Plus,2023,1.5,0,27200
Car,Changan Qiyuan A05,Changan,Qiyuan A05,2023,1.5,0,32281.3
Car,Ford Transit,Ford,Transit,2008,2.2,179000,18800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2013,2,194000,33300
Car,Hyundai Veracruz,Hyundai,Veracruz,2009,3,328300,25300
Car,Kia Sorento,Kia,Sorento,2018,2.2,116000,51200
Car,Kia Sorento,Kia,Sorento,2011,2,207000,28500
Car,Land Rover Range Rover,Land Rover,Range Rover,2016,3,130000,106760
Car,Land Rover Range Rover,Land Rover,Range Rover,2024,3,0,355980
Car,Mercedes E 220 d,Mercedes,E 220 d,2010,2.2,276000,24800
Car,Mercedes GLB 200 4MATIC,Mercedes,GLB 200 4MATIC,2023,1.5,0,107707
Car,Mercedes-Maybach EQS 680 4MATIC SUV,Mercedes-Maybach,EQS 680 4MATIC SUV,2024,0,0,392669.9
Car,Opel Vectra,Opel,Vectra,1997,2,300000,4000
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2024,2,0,41000
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,109000,70550
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,89000,55250
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,174000,50830
Car,Toyota Prius,Toyota,Prius,2008,1.5,202218,14010
Car,Alfa Romeo Stelvio,Alfa Romeo,Stelvio,2017,2,44000,47600
Car,BMW 528,BMW,528,2014,2,180785,29000
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.6,148000,21000
Car,Hyundai H-1,Hyundai,H-1,2017,2.5,170000,33800
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,59000,25900
Car,Hyundai Tucson,Hyundai,Tucson,2019,2,85000,35900
Car,Kia Rio,Kia,Rio,2014,1.6,173809,17500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.7,15202,6200
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1993,1.3,94800,4500
Car,Land Rover Discovery,Land Rover,Discovery,2018,2,84000,84150
Car,Li Auto L7,Li Auto,L7,2024,1.5,0,72250
Car,Mercedes E 220 d,Mercedes,E 220 d,2004,2.2,410000,16000
Car,Mercedes E 250,Mercedes,E 250,2015,2.2,131000,45050
Car,Mercedes EQG 580 4MATIC,Mercedes,EQG 580 4MATIC,2024,0,0,346098
Car,Mercedes GLE 53 AMG,Mercedes,GLE 53 AMG,2023,3,0,218411
Car,Mercedes S 500 4MATIC,Mercedes,S 500 4MATIC,2023,3,0,343700.4
Car,Mercedes-Maybach S 450 4MATIC,Mercedes-Maybach,S 450 4MATIC,2023,3,0,415658
Car,Mitsubishi L200,Mitsubishi,L200,2021,2.4,100000,42500
Car,Opel Corsa,Opel,Corsa,2007,1.3,553500,8800
Car,Toyota Camry,Toyota,Camry,2019,2.5,59000,40460
Car,Toyota Corolla,Toyota,Corolla,2016,1.6,120000,25800
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,170000,31500
Car,Ford Explorer,Ford,Explorer,2020,2.3,31000,84830
Car,Honda Insight,Honda,Insight,2022,1.5,9815,35000
Car,Hyundai Elantra,Hyundai,Elantra,2019,1.6,70000,29900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2022,1.6,14000,63750
Car,Land Rover Defender,Land Rover,Defender,2023,3,0,227460
Car,Mercedes E 220 d,Mercedes,E 220 d,2012,2.2,250000,28500
Car,Mercedes E 300 e,Mercedes,E 300 e,2021,2,30000,88740
Car,Mercedes Vito,Mercedes,Vito,2010,2.2,156000,23200
Car,Toyota Corolla,Toyota,Corolla,2018,1.6,53000,29800
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,223000,11950
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2018,4.5,84000,127160
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,120000,67660
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2018,2.7,69000,71060
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2012,3,190000,60690
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,143600,53550
Car,ZEEKR X,ZEEKR,X,2024,0,0,51850
Car,Ford Transit,Ford,Transit,1997,2.5,83000,7900
Truck,GAZ 33021,GAZ,33021,1999,2.4,750000,6500
Car,Honda Accord,Honda,Accord,2018,1.5,79000,32000
Car,Hyundai Accent,Hyundai,Accent,2017,1.4,195100,18400
Car,Hyundai ix35,Hyundai,ix35,2015,2,133400,27500
Car,Mercedes C 220 d,Mercedes,C 220 d,1998,2.2,365000,12000
Car,Mercedes E 220 d,Mercedes,E 220 d,2007,2.2,211000,23500
Car,Mercedes S 350 d 4MATIC,Mercedes,S 350 d 4MATIC,2017,3,114000,110500
Car,Nissan Note,Nissan,Note,2013,1.2,96000,14500
Car,Nissan X-Trail,Nissan,X-Trail,2014,2.5,130000,27900
Car,Toyota Esquire,Toyota,Esquire,2016,1.8,118000,36400
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2011,4,212000,55000
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2012,4.5,189000,80750
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2011,2.7,210773,39500
Car,Toyota Prius,Toyota,Prius,2013,1.8,197000,19800
Car,BMW 320,BMW,320,2015,2,149500,36210
Car,Ford Transit,Ford,Transit,2007,2.4,217000,27900
Car,Honda CR-V,Honda,CR-V,2022,1.5,20000,56100
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,151670,40200
Car,Kia Sorento,Kia,Sorento,2019,2,119800,51300
Car,Land Rover Discovery,Land Rover,Discovery,2018,3,65000,79730
Car,Mercedes E 200,Mercedes,E 200,2016,2,253000,50830
Car,Mercedes E 220 d,Mercedes,E 220 d,2009,2.2,300400,23000
Car,Mitsubishi L200,Mitsubishi,L200,2011,2.5,185000,28000
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2022,2,26400,47000
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2013,3,220000,63750
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2013,2.7,210000,53550
Car,BMW 328,BMW,328,2015,2,141000,30500
Car,BMW 740,BMW,740,1997,4,350000,6500
Car,Chery Sweet (QQ),Chery,Sweet (QQ),2007,0.8,200000,4000
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,265542,16300
Car,Infiniti Q50,Infiniti,Q50,2020,2,74500,42500
Car,Kia Carnival,Kia,Carnival,2021,2.2,99000,73000
Car,Mercedes C 180,Mercedes,C 180,1995,1.8,450000,7800
Car,Mercedes S 350,Mercedes,S 350,2010,3.5,270000,35000
Car,Mercedes S 420,Mercedes,S 420,1991,4.2,371201,15000
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,47000,15300
Car,Opel Astra,Opel,Astra,1999,1.6,400000,8600
Car,Tofas Sahin,Tofas,Sahin,2006,1.6,165000,3500
Car,Audi A6,Audi,A6,2002,3,396952,4300
Car,Hyundai Accent,Hyundai,Accent,2016,1.4,76800,19500
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,43000,25900
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,132000,28500
Car,Kia Optima,Kia,Optima,2013,2,231734,19000
Car,Lexus GX 470,Lexus,GX 470,2004,4.7,178560,25900
Car,Mercedes C 220,Mercedes,C 220,1996,2.2,302000,8900
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,170000,41140
Car,Mercedes GLB 250,Mercedes,GLB 250,2020,2,49000,70550
Car,Mercedes ML 350 4MATIC,Mercedes,ML 350 4MATIC,2008,3.5,185131,22900
Car,Porsche Panamera 4S,Porsche,Panamera 4S,2017,3,117000,110500
Car,Subaru Forester,Subaru,Forester,2023,2.5,0,69530
Car,Subaru Outback,Subaru,Outback,2023,2.5,0,78030
Car,Toyota C-HR,Toyota,C-HR,2021,2,37000,45050
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,198000,12800
Car,Toyota Corolla Fielder,Toyota,Corolla Fielder,2018,1.5,41300,25500
Car,Volkswagen Tiguan,Volkswagen,Tiguan,2021,2,14000,50830
Car,Cadillac XTS,Cadillac,XTS,2013,3.6,145000,28560
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,114500,14900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2,149000,34900
Car,Kia Niro,Kia,Niro,2022,1.6,21000,37900
Car,Kia Optima,Kia,Optima,2016,2,68000,30800
Car,Kia Rio,Kia,Rio,2012,1.4,207000,15800
Car,Kia Rio,Kia,Rio,2010,1.4,142000,15800
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,127000,93500
Car,Land Rover Range Rover,Land Rover,Range Rover,2009,5,140000,42160
Car,Mercedes C 180,Mercedes,C 180,1999,1.8,251720,10500
Car,Mercedes E 240,Mercedes,E 240,1998,2.4,257000,13000
Car,Subaru Forester,Subaru,Forester,2023,2,0,56950
Car,Toyota Prius,Toyota,Prius,2016,1.8,153000,26400
Car,ZEEKR 001,ZEEKR,1,2024,0.1,0,82450
Car,Audi Q7,Audi,Q7,2006,3.6,242000,21900
Car,BMW 320,BMW,320,2014,2,255552,23500
Car,BMW 330e,BMW,330e,2020,2,10000,72250
Car,BMW 523,BMW,523,1999,2.5,168000,8800
Car,Hyundai Sonata,Hyundai,Sonata,2016,2,79800,28400
Car,Kia Sportage,Kia,Sportage,2010,2,153000,22600
Car,Kia Stonic,Kia,Stonic,2023,1.4,5000,33500
Car,Land Rover RR Sport,Land Rover,RR Sport,2015,3,26000,96560
Car,Lexus LS 460L,Lexus,LS 460L,2012,4.6,145000,37000
Car,Mercedes C 180,Mercedes,C 180,1997,1.8,355500,9900
Car,Toyota Highlander,Toyota,Highlander,2024,2.5,0,88060
Car,Toyota Prius,Toyota,Prius,2015,1.8,218871,29800
Car,BMW 528,BMW,528,2016,2,86000,37400
Car,Kia Carnival,Kia,Carnival,2015,2.2,167600,37500
Car,Kia Stinger,Kia,Stinger,2017,2,114263,41500
Car,Kia Stonic,Kia,Stonic,2018,1.6,98000,28500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,95000,7300
Car,Land Rover RR Velar,Land Rover,RR Velar,2021,2,45000,87720
Car,Mazda 6,Mazda,6,2023,2,0,47430
Car,Mercedes E 300,Mercedes,E 300,2016,2,35800,57460
Car,Mercedes GLC 300 4MATIC Coupe,Mercedes,GLC 300 4MATIC Coupe,2019,2,55155,90950
Car,Mitsubishi Eclipse Cross,Mitsubishi,Eclipse Cross,2023,2,0,47430
Car,Suzuki SX4,Suzuki,SX4,2018,1,130000,23800
Car,Toyota Corolla,Toyota,Corolla,2024,1.6,0,47430
Car,BMW X3,BMW,X3,2019,2,37800,71020.9
Car,Chevrolet Equinox,Chevrolet,Equinox,2023,1.5,892,33500
Car,Ford Transit,Ford,Transit,2008,2.4,437000,22000
Car,Hyundai Azera,Hyundai,Azera,2012,2.4,163000,25500
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,97286,24000
Car,IM LS6,IM,LS6,2024,0,0,67490
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2006,1.5,300000,5900
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2014,1.7,109000,13000
Car,Mercedes C 200,Mercedes,C 200,1997,2,365000,9700
Car,Mercedes E 220 d,Mercedes,E 220 d,2000,2.2,320000,14800
Car,Mercedes E 230,Mercedes,E 230,1997,2.3,356000,10800
Car,Toyota Camry,Toyota,Camry,2018,2.5,99500,50150
Car,Toyota Camry,Toyota,Camry,2019,2.5,88000,45050
Car,Toyota IQ,Toyota,IQ,2009,1.4,160000,12600
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2012,2.7,173000,42500
